Obs,Age,Pop,CNTRY,deaths,ax,a,MID,LOW,HIGH,width,mx_base,mx_low,mx_mid,mx_high,qx_base,qx_low,qx_mid,qx_high,agecountry,lx_base,dx_base,Lx_base,Tx_base,ex_base,lx_low,dx_low,Lx_low,Tx_low,ex_low,lx_mid,dx_mid,Lx_mid,Tx_mid,ex_mid,lx_high,dx_high,Lx_high,Tx_high,ex_high,DIF_LOW,DIF_MID,DIF_HIGH
54,5,397741,CHE,21,2.8,,1981,497,3247,5.00E+00,5.28E-05,6.07E-05,8.43E-05,0.00010437,5.28E-05,6.07E-05,8.42E-05,0.000104346,CHE5,99583.50064,5.257216707,497905.9373,7919922.445,79.53046833,99574.13559,6.042541489,497857.3844,7913639.288,79.47484797,99546.18171,8.386413756,497712.4584,7895090.389,79.31083095,99522.34537,10.38473825,497588.8804,7879511.432,79.1732892,-0.055620361,-0.219637383,-0.357179133
55,10,402926,CHE,34,2.43,,1981,497,3247,5.00E+00,8.44E-05,9.23E-05,0.00011597,0.000136156,8.44E-05,9.23E-05,0.000115935,0.000136108,CHE10,99578.24343,8.400863208,497869.6269,7422016.507,74.53451931,99568.09305,9.188686782,497816.8503,7415781.904,74.47950118,99537.7953,11.53991465,497659.3189,7397377.931,74.31727726,99511.96063,13.54438927,497524.9941,7381922.551,74.18125926,-0.055018126,-0.217242045,-0.353260042
56,15,441234,CHE,95,2.66,,1981,497,3247,5,0.000215305,0.000234361,0.00029126,0.0003398,0.000215197,0.000234232,0.000291061,0.00033953,CHE15,99569.84256,21.42711531,497799.0734,6924146.88,69.54060288,99558.90436,23.31992727,497739.9532,6917965.053,69.48615091,99526.25538,28.96822437,497563.4913,6899718.612,69.32561248,99498.41624,33.78266739,497413.0298,6884397.557,69.19102652,-0.054451962,-0.214990398,-0.349576352
57,20,498961,CHE,136,2.52,,1981,497,3247,5,0.000272566,0.000294498,0.000359983,0.000415848,0.000272382,0.000294283,0.000359661,0.000415419,CHE20,99548.41545,27.11522359,497674.8315,6426347.807,64.55499847,99535.58443,29.29160179,497605.279,6420225.1,64.50180744,99497.28716,35.78533489,497397.6882,6402155.121,64.3450219,99464.63357,41.31951818,497220.6955,6386984.527,64.21362346,-0.053191033,-0.209976572,-0.341375012
58,25,543207,CHE,189,2.52,,1981,497,3247,5,0.000347934,0.00036643,0.000421658,0.000468773,0.000347634,0.000366097,0.000421217,0.000468229,CHE25,99521.30023,34.59695743,497520.7007,5928672.975,59.57190031,99506.29283,36.4289711,497441.1203,5922619.821,59.52005298,99461.50182,41.89491811,497203.6097,5904757.433,59.36726597,99423.31405,46.55283875,497001.1192,5889763.832,59.23926282,-0.051847327,-0.204634335,-0.332637483
59,30,570734,CHE,239,2.65,,1981,497,3247,5,0.000418759,0.000437668,0.00049413,0.000542297,0.000418347,0.000437219,0.000493557,0.000541607,CHE30,99486.70327,41.61999497,497335.7094,5431152.275,54.59174037,99469.86386,43.49007663,497247.1176,5425178.701,54.54092818,99419.6069,49.0692211,496982.7219,5407553.823,54.39122112,99376.76122,53.82315422,496757.3217,5392762.713,54.26583284,-0.050812187,-0.200519245,-0.325907522
60,35,559571,CHE,305,2.84,,1981,497,3247,5,0.00054506,0.000568104,0.000636912,0.000695611,0.000544419,0.000567408,0.000636037,0.000694568,CHE35,99445.08327,54.13983761,497108.4743,4933816.565,49.61347915,99426.37378,56.41533142,497010.0118,4927931.583,49.56362578,99370.53768,63.20331162,496716.1693,4910571.101,49.41677096,99322.93806,68.9865024,496465.6795,4896005.391,49.29380349,-0.049853365,-0.196708186,-0.319675656
61,40,605311,CHE,518,2.7,,1981,497,3247,5,0.000855758,0.000884959,0.000972151,0.001046534,0.000854077,0.000883162,0.000969982,0.001044021,CHE40,99390.94344,84.88755972,496759.4758,4436708.091,44.63895741,99369.95845,87.7597538,496647.9448,4430921.571,44.5901522,99307.33437,96.32634929,496315.1213,4413854.932,44.44641435,99253.95156,103.6232325,496031.4244,4399539.712,44.32609123,-0.048805212,-0.192543058,-0.312866182
62,45,668254,CHE,884,2.76,,1981,497,3247,5,0.00132285,0.001361452,0.001476715,0.001575046,0.001318942,0.001357313,0.001471847,0.001569509,CHE45,99306.05588,130.9789304,496236.8866,3939948.615,39.67480715,99282.1987,134.7570347,496109.1377,3934273.627,39.62718068,99211.00802,146.0234011,495727.9477,3917539.811,39.48694695,99150.32833,155.6173097,495403.0589,3903508.287,39.36959517,-0.047626462,-0.187860197,-0.305211975
63,50,621473,CHE,1488,2.62,,1981,497,3247,5,0.002394312,0.002436034,0.002560613,0.002666892,0.002380745,0.002421992,0.002545103,0.002650071,CHE50,99175.07695,236.1105681,495313.4416,3443711.729,34.72355994,99147.44166,240.1342903,495165.6887,3438164.489,34.67728901,99064.98462,252.1305705,494724.8523,3421811.863,34.54108307,98994.71102,262.3430561,494349.1786,3408105.228,34.42714458,-0.046270932,-0.182476871,-0.296415362
64,55,527148,CHE,2130,2.66,,1981,497,3247,5,0.004040611,0.004104944,0.004297036,0.00446091,0.004002765,0.004065889,0.004254259,0.004414826,CHE55,98938.96638,396.0294047,493768.1231,2948398.287,29.80017272,98907.30737,402.146097,493595.515,2942998.8,29.75512,98812.85405,420.3755055,493080.5916,2927087.01,29.6225328,98732.36796,435.8862084,492641.8661,2913756.05,29.51165975,-0.04505272,-0.17763992,-0.288512971
65,60,458714,CHE,2793,2.67,,1981,497,3247,5,0.006088761,0.006167398,0.006402202,0.006602513,0.006003589,0.006080028,0.006308103,0.006502479,CHE60,98542.93697,591.6113304,491336.2305,2454630.164,24.90924504,98505.16128,598.9141379,491130.3364,2449403.285,24.86573549,98392.47854,620.6698866,490516.2319,2434006.419,24.73772848,98296.48175,639.1708487,489993.1407,2421114.184,24.63073083,-0.043509546,-0.171516558,-0.278514209
66,65,768498,CHE,4306,2.64,,1981,497,3247,5,0.005603138,0.005657941,0.005821578,0.005961177,0.005530012,0.005583387,0.00574268,0.005878476,CHE65,97951.32564,541.6720026,488478.2823,1963293.934,20.04356675,97906.24714,546.6484734,488241.1453,1958272.949,20.00151171,97771.80866,561.4721656,487533.969,1943490.187,19.87781768,97657.3109,574.0761602,486931.7348,1931121.043,19.77446466,-0.042055038,-0.165749065,-0.26910209
67,75,265528,CHE,6967,2.68,,1981,497,3247,5,0.026238287,0.026431256,0.027007443,0.027498988,0.024732736,0.024904122,0.025415008,0.02584983,CHE75,97409.65364,2409.207241,481458.9074,1474815.651,15.14034386,97359.59867,2424.655348,481172.7929,1470031.803,15.09899202,97210.33649,2470.601481,480319.887,1455956.218,14.9773807,97083.23474,2509.585078,479593.9363,1444189.308,14.87578481,-0.041351838,-0.162963155,-0.264559053
68,80,398626.96,CHE,38123,13.91,,1981,497,3247,5,0.095635779,0.096004529,0.097105583,0.098044893,1,1,1,1,CHE80,95000.4464,95000.4464,993356.7439,993356.7439,10.45633764,94934.94332,94934.94332,988859.0104,988859.0104,10.41617529,94739.73501,94739.73501,975636.331,975636.331,10.29806903,94573.64966,94573.64966,964595.3719,964595.3719,10.19940941,-0.040162357,-0.158268614,-0.256928238
69,0,106829,CZE,263,0.06,,375,48,628,1,0.002461878,0.002462689,0.002468211,0.002472484,0.002456194,0.002457001,0.002462498,0.002466751,CZE0,100000,245.6194289,99769.11774,8204955.854,82.04955854,100000,245.7001173,99769.04189,8204658.764,82.04658764,100000,246.2498043,99768.52518,8202637.364,82.02637364,100000,246.6750934,99768.12541,8201076.421,82.01076421,-0.002970901,-0.023184902,-0.038794331
70,1,459433,CZE,65,1.63,,375,48,628,4,0.000141479,0.000141562,0.000142126,0.000142563,0.000141431,0.000141514,0.000142079,0.000142515,CZE1,99754.38057,14.10839304,398984.0854,8105186.737,81.25143668,99754.29988,14.11664578,398983.7431,8104889.722,81.24852494,99753.7502,14.17286714,398981.4111,8102868.839,81.22871394,99753.32491,14.2163651,398979.6068,8101308.296,81.21341623,-0.002911736,-0.022722742,-0.038020452
71,5,551324,CZE,53,2.76,,375,48,628,5.00E+00,9.61E-05,9.62E-05,9.65E-05,9.68E-05,9.61E-05,9.62E-05,9.65E-05,9.67E-05,CZE5,99740.27218,9.586189524,498679.8878,7706202.651,77.26269924,99740.18324,9.590930724,498679.4325,7705905.979,77.25979369,99739.57733,9.623229899,498676.3306,7703887.428,77.24002481,99739.10854,9.648219478,498673.9307,7702328.689,77.22475969,-0.00290555,-0.022674424,-0.037939546
72,10,459869,CZE,40,2.89,,375,48,628,5.00E+00,8.70E-05,8.70E-05,8.75E-05,8.79E-05,8.70E-05,8.70E-05,8.75E-05,8.78E-05,CZE10,99730.68599,8.673112188,498635.1297,7207522.763,72.26986049,99730.59231,8.679815231,498634.6471,7207226.547,72.26695821,99729.9541,8.725479323,498631.3597,7205211.097,72.24721161,99729.46032,8.760809184,498628.8163,7203654.758,72.2319637,-0.002902281,-0.022648888,-0.037896789
73,15,479874,CZE,165,3.01,,375,48,628,5,0.00034384,0.000344342,0.000347763,0.00035041,0.000343605,0.000344107,0.000347523,0.000350166,CZE15,99722.01288,34.26499709,498541.877,6708887.634,67.27589466,99721.91249,34.31496754,498541.2757,6708591.9,67.2729968,99721.22862,34.65538588,498537.1789,6706579.737,67.25328027,99720.69951,34.91876127,498534.0092,6705025.942,67.23805564,-0.002897864,-0.022614389,-0.037839025
74,20,645014,CZE,283,2.49,,375,48,628,5,0.00043875,0.000439468,0.00044436,0.000448145,0.000438268,0.000438984,0.000443865,0.000447641,CZE20,99687.74788,43.68990193,498329.0777,6210345.757,62.29798434,99687.59752,43.76125931,498328.1469,6210050.624,62.29511773,99686.57323,44.24736889,498321.8053,6208042.559,62.27561403,99685.78075,44.62345698,498316.8989,6206491.933,62.26055397,-0.002866614,-0.022370314,-0.037430372
75,25,704759,CZE,359,2.52,,375,48,628,5,0.000509394,0.000510104,0.000514937,0.000518677,0.000508751,0.000509459,0.000514281,0.000518011,CZE25,99644.05798,50.69404278,498094.5687,5712016.679,57.32420773,99643.83626,50.76445408,498093.2855,5711722.477,57.32138275,99642.32586,51.24411613,498084.5439,5709720.753,57.30216255,99641.15729,51.61521293,498077.7807,5708175.034,57.28732171,-0.002824984,-0.022045186,-0.03688602
76,30,776816,CZE,465,2.62,,375,48,628,5,0.000598597,0.000599571,0.000606204,0.000611335,0.000597746,0.000598717,0.00060533,0.000610447,CZE30,99593.36393,59.53151159,497825.1347,5213922.11,52.35210364,99593.07181,59.62802477,497823.4444,5213629.192,52.34931604,99591.08175,60.28549386,497811.9293,5211636.209,52.33035045,99589.54208,60.79414562,497803.0203,5210097.253,52.31570649,-0.002787596,-0.021753189,-0.036397146
77,35,934397,CZE,794,2.67,,375,48,628,5,0.000849746,0.000851,0.000859545,0.000866156,0.000848067,0.000849316,0.000857827,0.000864412,CZE35,99533.83242,84.41133724,497472.4837,4716096.976,47.38184857,99533.44379,84.53535887,497470.2515,4715805.747,47.37910764,99530.79625,85.38021114,497455.0454,4713824.28,47.36045985,99528.74794,86.03381964,497443.2809,4712294.233,47.34606162,-0.002740927,-0.021388718,-0.035786951
78,40,788383,CZE,1167,2.66,,375,48,628,5,0.001480245,0.001482828,0.001500428,0.001514044,0.001475135,0.001477701,0.001495178,0.001508699,CZE40,99449.42109,146.7013688,496903.8242,4218624.492,42.41979939,99448.90843,146.9557558,496900.6657,4218335.496,42.41711209,99445.41604,148.6886156,496879.1489,4216369.235,42.39882945,99442.71412,150.0291482,496862.5024,4214850.952,42.38471354,-0.002687302,-0.020969936,-0.035085845
79,45,699388,CZE,1772,2.65,,375,48,628,5,0.002533644,0.002538551,0.002571981,0.002597846,0.002518648,0.002523497,0.002556529,0.002582083,CZE45,99302.71972,250.1085482,495925.8435,3721720.668,37.47853713,99301.95267,250.5881522,495920.8812,3721434.83,37.47594816,99296.72743,253.8549636,495887.078,3719490.086,37.45833506,99292.68497,256.3819091,495860.9274,3717988.449,37.44473675,-0.00258897,-0.020202071,-0.033800379
80,50,642764,CZE,2660,2.66,,375,48,628,5,0.004138377,0.004145527,0.004194232,0.004231915,0.004098687,0.004105699,0.004153468,0.004190419,CZE50,99052.61117,405.9856011,494313.0495,3225794.824,32.56647943,99051.36452,406.6751189,494305.2028,3225513.949,32.56405366,99042.87246,411.3713838,494251.7533,3223603.008,32.54755166,99036.30306,415.0035998,494210.4069,3222127.522,32.53481221,-0.002425774,-0.018927772,-0.031667219
81,55,709023,CZE,4799,2.7,,375,48,628,5,0.006768469,0.006775794,0.0068257,0.006864311,0.006664716,0.006671818,0.006720198,0.006757622,CZE55,98646.62557,657.4517344,491720.9888,2731481.775,27.68956119,98644.6894,658.1394605,491709.7262,2731208.746,27.68733687,98631.50108,662.823256,491633.0119,2729351.255,27.67220639,98621.29946,666.4455093,491573.6726,2727917.115,27.66052699,-0.002224315,-0.017354796,-0.0290342
82,60,729002,CZE,8282,2.66,,375,48,628,5,0.011360737,0.011367757,0.011415579,0.011452579,0.011066543,0.011073203,0.011118575,0.011153672,CZE60,97989.17383,1084.401372,487408.37,2239760.786,22.85722696,97986.54994,1085.025006,487393.7912,2239499.02,22.85516758,97968.67782,1089.272057,487294.4925,2237718.243,22.84115997,97954.85395,1092.556266,487217.6881,2236343.443,22.83034839,-0.002059374,-0.016066983,-0.026878563
83,65,1110028,CZE,11762,2.63,,375,48,628,5,0.010596129,0.010600123,0.01062733,0.010648381,0.010336549,0.01034035,0.010366238,0.010386266,CZE65,96904.77246,1001.660943,482149.9259,1752352.416,18.08324163,96901.52493,1001.995644,482132.895,1752105.229,18.08129676,96879.40577,1004.275006,482016.8971,1750423.75,18.06806861,96862.29768,1006.037604,481927.1793,1749125.755,18.05785942,-0.001944875,-0.015173024,-0.025382214
84,75,303467,CZE,13041,2.65,,375,48,628,5,0.042973371,0.042991206,0.043112708,0.043206714,0.039031664,0.039046377,0.039146578,0.039224068,CZE75,95903.11152,3743.258021,470718.9012,1270202.49,13.24464316,95899.52929,3744.52915,470698.0029,1269972.334,13.24273793,95875.13076,3753.183264,470555.6731,1268406.853,13.22977964,95856.26008,3759.872436,470445.6002,1267198.575,13.21977901,-0.001905233,-0.014863517,-0.024864146
85,80,412035.03,CZE,47497.02,13.32,,375,48,628,5,0.115274228,0.115298336,0.11546257,0.115589638,1,1,1,1,CZE80,92159.8535,92159.8535,799483.5887,799483.5887,8.674965924,92155.00014,92155.00014,799274.3307,799274.3307,8.673152075,92121.9475,92121.9475,797851.18,797851.18,8.660815383,92096.38764,92096.38764,796752.9751,796752.9751,8.651294535,-0.001813849,-0.014150542,-0.02367139
86,0,716419,DEUTNP,2406.85,0.06,,7319,620,12132,1,0.003359556,0.003369532,0.003477318,0.003554759,0.00334898,0.003358893,0.003465989,0.00354292,DEUTNP0,100000,334.8980326,99685.19585,8263290.169,82.63290169,100000,335.8893247,99684.26403,8262625.909,82.62625909,100000,346.5988943,99674.19704,8255482.707,82.55482707,100000,354.2920147,99666.96551,8250388.614,82.50388614,-0.006642595,-0.078074621,-0.129015548
87,1,2769992,DEUTNP,463.17,1.61,,7319,620,12132,4,0.00016721,0.000167962,0.000176089,0.000181928,0.000167143,0.000167895,0.000176015,0.000181849,DEUTNP1,99665.10197,16.65833147,398620.5945,8163604.973,81.91036593,99664.11068,16.73306883,398616.4507,8162941.645,81.90452501,99653.40111,17.54048198,398571.6827,8155808.51,81.84174769,99645.70799,18.12045391,398539.5241,8150721.649,81.79701678,-0.005840925,-0.068618244,-0.11334915
88,5,3491478,DEUTNP,250.05,2.33,,7319,620,12132,5.00E+00,7.16E-05,7.20E-05,7.57E-05,7.84E-05,7.16E-05,7.20E-05,7.57E-05,7.84E-05,DEUTNP5,99648.44364,7.135181618,498223.1672,7764984.379,77.92378983,99647.37761,7.16988257,498217.7444,7764325.195,77.91800829,99635.86062,7.544769267,498159.1586,7757236.827,77.85587216,99627.58753,7.814054228,498117.0741,7752182.124,77.81160135,-0.005781535,-0.06791767,-0.112188477
89,10,3708834,DEUTNP,322.1,2.65,,7319,620,12132,5.00E+00,8.68E-05,8.72E-05,9.13E-05,9.42E-05,8.68E-05,8.72E-05,9.12E-05,9.41E-05,DEUTNP10,99641.30845,8.651753257,498186.2107,7266761.211,72.929203,99640.20772,8.688845669,498180.6198,7266107.45,72.92344743,99628.31585,9.089566762,498120.2188,7259077.668,72.86159167,99619.77348,9.377407254,498076.8305,7254065.05,72.81752204,-0.005755565,-0.067611329,-0.111680963
90,15,4066788,DEUTNP,986.33,2.81,,7319,620,12132,5,0.000242533,0.00024344,0.000253242,0.000260285,0.000242404,0.00024331,0.000253102,0.000260137,DEUTNP15,99632.6567,24.15137199,498110.392,6768575.001,67.9353058,99631.51888,24.24138754,498104.5058,6767926.83,67.92957597,99619.22629,25.21383694,498040.9131,6760957.45,67.86799799,99610.39607,25.9123342,497995.2323,6755988.22,67.82412767,-0.005729832,-0.067307807,-0.111178134
91,20,4586328,DEUTNP,1535.54,2.49,,7319,620,12132,5,0.000334808,0.000335905,0.000347757,0.000356272,0.000334527,0.000335622,0.000347453,0.000355953,DEUTNP20,99608.50533,33.32173701,497958.8891,6270464.609,62.95109627,99607.27749,33.43039934,497952.4772,6269822.325,62.9454241,99594.01245,34.60426912,497883.2055,6262916.537,62.88446848,99584.48374,35.4474176,497833.4457,6257992.988,62.84104464,-0.005672178,-0.066627796,-0.110051637
92,25,5166826,DEUTNP,2063.64,2.65,,7319,620,12132,5,0.000399402,0.00040047,0.000412016,0.000420311,0.000399027,0.000400094,0.000411617,0.000419896,DEUTNP25,99575.18359,39.7332218,497782.5449,5772505.72,57.97132891,99573.84709,39.83888614,497775.6141,5771869.847,57.96572108,99559.40818,40.98035728,497700.7371,5765033.331,57.90546003,99549.03632,41.80022187,497646.9511,5760159.542,57.86253443,-0.005607831,-0.065868883,-0.108794478
93,30,5074081,DEUTNP,2782.85,2.61,,7319,620,12132,5,0.000548444,0.00054994,0.000566104,0.000577717,0.000547726,0.000549218,0.000565339,0.000576921,DEUTNP30,99535.45037,54.51817325,497546.9534,5274723.175,52.99341245,99534.00821,54.66589406,497539.3895,5274094.233,52.98786142,99518.42782,56.26165259,497457.6738,5267332.594,52.92821349,99507.2361,57.40776472,497398.9759,5262512.591,52.88572768,-0.005551027,-0.065198959,-0.107684764
94,35,4758616,DEUTNP,3611.16,2.62,,7319,620,12132,5,0.000758868,0.00076096,0.000783562,0.0007998,0.0007575,0.000759584,0.000782103,0.000798281,DEUTNP35,99480.9322,75.35676441,497225.3119,4777176.221,48.02102389,99479.34231,75.56290399,497216.8718,4776554.844,48.01554507,99462.16617,77.78965667,497125.6915,4769874.92,47.95667643,99449.82833,79.3888776,497060.1961,4765113.615,47.91474953,-0.00547882,-0.064347456,-0.10627436
95,40,5184279,DEUTNP,6079.95,2.69,,7319,620,12132,5,0.001172767,0.001175556,0.001205697,0.001227352,0.001169598,0.001172373,0.001202348,0.001223882,DEUTNP40,99405.57543,116.2645816,496759.306,4279950.909,43.05544121,99403.77941,116.538276,496749.6936,4279337.972,43.050053,99384.37652,119.4946417,496645.85,4272749.229,42.99216213,99370.43945,121.6177189,496571.2603,4268053.419,42.95093634,-0.005388212,-0.06327908,-0.104504877
96,45,6722424,DEUTNP,13398.42,2.72,,7319,620,12132,5,0.001993094,0.001996742,0.00203616,0.00206448,0.001984077,0.001987693,0.002026751,0.002054808,DEUTNP45,99289.31085,196.9976789,495997.3995,3783191.603,38.10270784,99287.24113,197.3525177,495986.2419,3782588.278,38.09742556,99264.88187,201.185167,495865.7072,3776103.379,38.0406777,99248.82174,203.9372954,495779.1316,3771482.158,38.00027136,-0.00528228,-0.062030139,-0.102436481
97,50,6856652,DEUTNP,24204.88,2.72,,7319,620,12132,5,0.003530131,0.003534289,0.003579216,0.003611494,0.003501945,0.003506037,0.003550244,0.003581999,DEUTNP50,99092.31317,347.0158239,494670.3698,3287194.204,33.17304944,99089.88861,347.4127931,494657.3419,3286602.037,33.16788506,99063.69671,351.7002474,494516.607,3280237.672,33.11240929,99044.88444,354.7786768,494415.5268,3275703.027,33.07291482,-0.005164375,-0.060640144,-0.100134615
98,55,5853132,DEUTNP,34935.29,2.68,,7319,620,12132,5,0.005968649,0.005974079,0.00603275,0.006074903,0.005887128,0.005892411,0.005949481,0.005990475,DEUTNP55,98745.29735,581.3262338,492377.8099,2792523.834,28.28006912,98742.47582,581.8312486,492362.5306,2791944.695,28.27501206,98711.99646,587.285164,492197.4807,2785721.065,28.22069419,98690.10576,591.2005788,492078.9435,2781287.5,28.18202978,-0.005057058,-0.059374931,-0.098039334
99,60,5152977,DEUTNP,47743.33,2.65,,7319,620,12132,5,0.009265194,0.009271743,0.009342503,0.009393342,0.00906776,0.009074032,0.009141796,0.009190468,DEUTNP60,98163.97111,890.1272821,488728.0565,2300146.024,23.43167252,98160.64457,890.7128519,488710.0477,2299582.164,23.42672233,98124.7113,897.036082,488515.5217,2293523.584,23.37355752,98098.90518,901.574861,488375.825,2289208.556,23.33571972,-0.004950189,-0.058114995,-0.095952795
100,65,8435108,DEUTNP,56655.07,2.61,,7319,620,12132,5,0.006716579,0.006721338,0.006772754,0.006809695,0.006610464,0.006615073,0.006664871,0.006700641,DEUTNP65,97273.84383,643.0252232,484832.3889,1811417.968,18.62184012,97269.93172,643.447719,484811.8186,1810872.116,18.61697736,97227.67521,648.0098666,484589.6325,1805008.062,18.56475595,97197.33032,651.2843916,484430.0819,1800832.731,18.52759459,-0.004862763,-0.057084167,-0.09424553
101,75,4109305,DEUTNP,139964.94,2.66,,7319,620,12132,5,0.03406049,0.034081117,0.034303992,0.034464121,0.031546208,0.031563902,0.031754978,0.031892146,DEUTNP75,96630.81861,3048.335904,476020.987,1326585.579,13.72839015,96626.484,3049.908838,475995.6333,1326060.298,13.7235698,96579.66535,3066.885127,475721.8155,1320418.43,13.67180581,96546.04593,3079.060546,475525.228,1316402.65,13.63497217,-0.004820354,-0.056584346,-0.093417983
102,80,4544268.36,DEUTNP,499978.39,13.57,,7319,620,12132,5,0.110023958,0.110081714,0.110705759,0.111154115,1,1,1,1,DEUTNP80,93582.4827,93582.4827,850564.5918,850564.5918,9.088929544,93576.57516,93576.57516,850064.6645,850064.6645,9.084160892,93512.78022,93512.78022,844696.6142,844696.6142,9.032953701,93466.98539,93466.98539,840877.4216,840877.4216,8.996518055,-0.004768652,-0.055975842,-0.092411488
103,0,56161,DNK,229,0.06,,24,4,56,1,0.004077563,0.0040779,0.004079585,0.004082281,0.004061993,0.004062328,0.004064,0.004066676,DNK0,100000,406.199347,99618.17261,8272878.533,82.72878533,100000,406.2327922,99618.14118,8272790.112,82.72790112,100000,406.4000179,99617.98398,8272348.226,82.72348226,100000,406.6675779,99617.73248,8271641.954,82.71641954,-0.000884203,-0.005303065,-0.012365785
104,1,247621,DNK,31,1.52,,24,4,56,4,0.000125191,0.000125205,0.000125271,0.000125378,0.000125152,0.000125166,0.000125232,0.000125339,DNK1,99593.80065,12.46440955,398344.2909,8173260.36,82.06595497,99593.76721,12.46573139,398344.1538,8173171.971,82.06509504,99593.59998,12.47234059,398343.4685,8172730.242,82.06079752,99593.33242,12.48291527,398342.3721,8172024.222,82.05392894,-0.000859935,-0.005157456,-0.012026032
105,5,331146,DNK,14,2.28,,24,4,56,5.00E+00,4.23E-05,4.23E-05,4.23E-05,4.24E-05,4.23E-05,4.23E-05,4.23E-05,4.24E-05,DNK5,99581.33624,4.209558344,497895.2312,7774916.069,78.07603676,99581.30148,4.210476627,497895.0549,7774827.817,78.07517779,99581.12764,4.215068033,497894.1732,7774386.774,78.07088509,99580.84951,4.222414246,497892.7626,7773681.85,78.06402424,-0.00085897,-0.005151666,-0.012012522
106,10,333742,DNK,23,2.62,,24,4,56,5.00E+00,6.89E-05,6.89E-05,6.90E-05,6.91E-05,6.89E-05,6.89E-05,6.90E-05,6.91E-05,DNK10,99577.12669,6.861283048,497869.3036,7277020.838,73.07924099,99577.091,6.862360055,497869.1226,7276932.762,73.07838268,99576.91257,6.867745076,497868.2176,7276492.6,73.0740933,99576.62709,6.876361066,497866.7697,7275789.087,73.06723776,-0.000858306,-0.005147683,-0.012003229
107,15,356746,DNK,61,3,,24,4,56,5,0.00017099,0.000171037,0.000171275,0.000171655,0.000170932,0.000170979,0.000171216,0.000171596,DNK15,99570.2654,17.01969969,497817.2876,6779151.534,68.08409626,99570.22864,17.02441866,497817.0944,6779063.64,68.08323866,99570.04483,17.04801342,497816.1281,6778624.383,68.07895281,99569.75073,17.08576481,497814.5821,6777922.317,68.0721029,-0.000857601,-0.005143455,-0.011993364
108,20,368274,DNK,111,2.56,,24,4,56,5,0.000301406,0.000301446,0.000301644,0.000301961,0.000301185,0.000301224,0.000301422,0.000301739,DNK20,99553.2457,29.98389632,497693.0678,6281334.247,63.09522309,99553.20422,29.9878253,497692.8508,6281246.545,63.09436843,99552.99681,30.00747013,497691.7658,6280808.255,63.09009729,99552.66497,30.03890164,497690.0299,6280107.735,63.08327092,-0.000854658,-0.005125797,-0.011952166
